,id,building_type,building_subtype,price,living_area,frontages,bedrooms,bathrooms,liv_room_surf,kitchen_type,showers,toilets,basement,terrace,garden,elevator,swimming_pool,status_build,furnished,energy_class,heating,flood_zone,surroundings,zipcode,municipality,group_zipcode,province,price_per_m2
6580,10542822,house,house,495000.0,188.0,2.0,4.0,2.0,39.0,3.0,2.0,3.0,,25.0,120.0,,,3.0,0.0,6.0,Gas,Non flood zone,Urban,8310,Sint-Kruis,8310,Brussels Capital Region,2632.978723404255
7800,10063357,house,house,392200.0,198.0,3.0,5.0,2.0,35.0,1.0,,2.0,,0.0,420.0,,,3.0,0.0,1.0,Gas,Non flood zone,"Living area (residential, urban or rural)",8310,Sint-Kruis,8310,Brussels Capital Region,1980.8080808080808
5036,10394478,apartment,apartment,287500.0,109.0,,2.0,,,1.0,,1.0,,0.0,0.0,,,2.0,0.0,5.0,Gas,,,8310,Sint-Kruis,8310,Brussels Capital Region,2637.6146788990827
6992,10545479,apartment,apartment,345000.0,90.0,2.0,2.0,1.0,35.0,1.0,1.0,1.0,,20.0,0.0,1.0,,3.0,0.0,7.0,Gas,,Urban,8310,Sint-Kruis,8310,Brussels Capital Region,3833.3333333333335
8358,10529687,apartment,apartment,265000.0,80.0,2.0,2.0,1.0,25.0,1.0,,1.0,,20.0,0.0,1.0,,2.0,0.0,5.0,Gas,Non flood zone,Urban,8310,Sint-Kruis,8310,Brussels Capital Region,3312.5
6058,10552836,apartment,apartment,209000.0,85.0,2.0,2.0,1.0,30.0,1.0,,1.0,,20.0,0.0,1.0,,2.0,0.0,5.0,Gas,Non flood zone,Urban,8310,Sint-Kruis,8310,Brussels Capital Region,2458.823529411765
3938,10492548,apartment,apartment,295000.0,104.0,,1.0,,,1.0,,1.0,,32.0,0.0,,,2.0,0.0,6.0,Gas,Non flood zone,,8310,Sint-Kruis,8310,Brussels Capital Region,2836.5384615384614
7616,10503004,house,villa,590000.0,190.0,4.0,3.0,1.0,,1.0,1.0,2.0,,0.0,550.0,0.0,0.0,3.0,0.0,5.0,Gas,Non flood zone,,8340,Sijsele,8340,Liège,3105.2631578947367
1661,10554394,house,mansion,745000.0,349.0,2.0,3.0,2.0,,,,2.0,,0.0,0.0,,,2.0,0.0,5.0,,Non flood zone,,8340,Sijsele,8340,Liège,2134.6704871060174
7238,10485025,apartment,apartment,399000.0,79.0,,2.0,,20.0,3.0,,1.0,,0.0,0.0,1.0,0.0,3.0,0.0,1.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,5050.632911392405
5225,10560546,apartment,flat-studio,169000.0,47.0,2.0,,1.0,,1.0,,1.0,,0.0,0.0,1.0,0.0,2.0,1.0,2.0,Gas,Non flood zone,Urban,8370,Uitkerke,8370,Hainaut,3595.744680851064
7524,10370807,house,house,349000.0,173.0,2.0,3.0,,31.0,1.0,,2.0,,6.0,0.0,,,2.0,0.0,5.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,2017.3410404624278
7139,10567101,apartment,flat-studio,165000.0,47.0,2.0,,,,1.0,,,,0.0,0.0,1.0,0.0,2.0,0.0,3.0,Electric,,,8370,Uitkerke,8370,Hainaut,3510.6382978723404
7539,10535586,house,house,375000.0,138.0,2.0,5.0,,32.0,3.0,,2.0,1.0,0.0,0.0,,,3.0,0.0,3.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,2717.391304347826
5226,10560542,apartment,flat-studio,140000.0,38.0,2.0,,1.0,,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,3684.2105263157896
227,10546063,apartment,apartment,319000.0,83.0,,2.0,1.0,,1.0,,1.0,,0.0,0.0,1.0,,2.0,1.0,7.0,Gas,Non flood zone,Landscape,8370,Uitkerke,8370,Hainaut,3843.373493975904
5227,10560548,apartment,apartment,187000.0,67.0,2.0,1.0,1.0,,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,2791.044776119403
1514,10526481,apartment,duplex,595000.0,138.0,2.0,3.0,2.0,,1.0,1.0,2.0,,10.0,0.0,1.0,0.0,3.0,1.0,6.0,Gas,Non flood zone,Landscape,8370,Uitkerke,8370,Hainaut,4311.594202898551
1594,10551242,apartment,apartment,229000.0,91.0,2.0,2.0,1.0,25.0,,,1.0,,0.0,0.0,,,2.0,,6.0,Gas,Non flood zone,Fitted out,8370,Uitkerke,8370,Hainaut,2516.4835164835163
3329,10543507,apartment,apartment,339000.0,93.0,,2.0,,,3.0,,1.0,,0.0,0.0,1.0,0.0,3.0,1.0,7.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,3645.1612903225805
7197,10505464,apartment,apartment,295000.0,105.0,,3.0,,,3.0,,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,2809.5238095238096
5230,10560547,apartment,apartment,210000.0,79.0,2.0,1.0,1.0,,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,7.0,Gas,Non flood zone,Urban,8370,Uitkerke,8370,Hainaut,2658.227848101266
6694,10408053,apartment,apartment,235000.0,,,2.0,,,3.0,,2.0,,0.0,0.0,,,3.0,1.0,6.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,
3801,10564690,apartment,apartment,165000.0,45.0,,1.0,,,3.0,,1.0,,0.0,0.0,1.0,0.0,2.0,0.0,5.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,3666.6666666666665
3909,10515488,apartment,apartment,245000.0,62.0,,2.0,,,1.0,,1.0,,0.0,0.0,1.0,0.0,2.0,0.0,6.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,3951.6129032258063
6742,8642778,apartment,ground-floor,299000.0,160.0,,2.0,,70.0,3.0,,2.0,,0.0,0.0,,,3.0,0.0,5.0,Electric,Non flood zone,,8370,Uitkerke,8370,Hainaut,1868.75
4465,10562288,apartment,apartment,550000.0,142.0,,2.0,2.0,,1.0,,2.0,,15.0,0.0,1.0,,,,1.0,Gas,Non flood zone,Urban,8370,Uitkerke,8370,Hainaut,3873.239436619718
5577,10538801,apartment,apartment,215000.0,80.0,2.0,2.0,1.0,25.0,2.0,1.0,1.0,,0.0,0.0,,,2.0,,6.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,2687.5
7096,10557670,apartment,apartment,269000.0,92.0,2.0,2.0,1.0,,1.0,,1.0,,0.0,0.0,0.0,0.0,2.0,0.0,6.0,Electric,Non flood zone,,8370,Uitkerke,8370,Hainaut,2923.913043478261
604,10361023,apartment,apartment,279000.0,64.0,2.0,2.0,1.0,,1.0,,1.0,1.0,0.0,0.0,1.0,,2.0,1.0,2.0,Electric,Non flood zone,Landscape,8370,Uitkerke,8370,Hainaut,4359.375
8150,10368361,house,villa,525000.0,290.0,,5.0,,60.0,1.0,1.0,3.0,1.0,20.0,600.0,,,2.0,0.0,4.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,1810.344827586207
205,10565289,apartment,apartment,299900.0,78.0,,2.0,1.0,,1.0,,1.0,1.0,0.0,0.0,1.0,,2.0,1.0,6.0,Gas,Non flood zone,Landscape,8370,Uitkerke,8370,Hainaut,3844.871794871795
206,10565287,apartment,apartment,325000.0,80.0,2.0,2.0,1.0,,1.0,,1.0,,0.0,0.0,1.0,,2.0,1.0,5.0,Gas,Non flood zone,Landscape,8370,Uitkerke,8370,Hainaut,4062.5
1682,10565288,apartment,apartment,215000.0,67.0,,1.0,1.0,,1.0,,1.0,,0.0,0.0,1.0,,2.0,1.0,5.0,Gas,Non flood zone,Landscape,8370,Uitkerke,8370,Hainaut,3208.955223880597
6682,10389537,apartment,apartment,199000.0,57.0,,2.0,,,3.0,,1.0,,0.0,0.0,1.0,0.0,2.0,0.0,2.0,Electric,Non flood zone,,8370,Uitkerke,8370,Hainaut,3491.2280701754385
2262,10553037,apartment,duplex,499000.0,156.0,,3.0,,,3.0,,2.0,,0.0,0.0,1.0,0.0,3.0,0.0,5.0,Electric,,,8370,Uitkerke,8370,Hainaut,3198.7179487179487
5228,10560537,apartment,apartment,175000.0,57.0,2.0,1.0,1.0,,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,Electric,Non flood zone,,8370,Uitkerke,8370,Hainaut,3070.1754385964914
1452,10402713,apartment,apartment,395000.0,91.0,,2.0,1.0,,1.0,,1.0,1.0,0.0,0.0,1.0,,2.0,1.0,5.0,Gas,Non flood zone,Urban,8370,Uitkerke,8370,Hainaut,4340.659340659341
1932,10556975,apartment,apartment,187000.0,81.0,,2.0,,40.0,1.0,,1.0,,0.0,0.0,,,3.0,0.0,6.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,2308.641975308642
6668,10452074,apartment,apartment,169000.0,75.0,,2.0,,24.0,1.0,,1.0,,0.0,0.0,,,2.0,0.0,5.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,2253.3333333333335
3897,10403709,apartment,apartment,225000.0,73.0,,2.0,,,1.0,,1.0,,0.0,0.0,1.0,0.0,2.0,0.0,4.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,3082.1917808219177
2259,10553462,apartment,apartment,349000.0,128.0,,3.0,,39.0,3.0,,2.0,,0.0,0.0,1.0,0.0,2.0,0.0,7.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,2726.5625
3994,9990181,apartment,apartment,549000.0,104.0,,3.0,,,3.0,,1.0,,0.0,0.0,1.0,0.0,2.0,1.0,6.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,5278.846153846154
612,10347722,apartment,apartment,285000.0,72.0,2.0,2.0,1.0,,2.0,,2.0,1.0,0.0,0.0,1.0,,2.0,1.0,6.0,Gas,Non flood zone,Landscape,8370,Uitkerke,8370,Hainaut,3958.3333333333335
3974,10452072,apartment,apartment,459000.0,82.0,,2.0,,,3.0,,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,Gas,,,8370,Uitkerke,8370,Hainaut,5597.5609756097565
5061,10514593,apartment,duplex,339000.0,110.0,,2.0,,,3.0,,1.0,,0.0,0.0,1.0,0.0,2.0,0.0,6.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,3081.818181818182
6655,10509482,apartment,apartment,149500.0,35.0,,1.0,,,3.0,1.0,1.0,,0.0,0.0,,,2.0,0.0,6.0,Electric,Non flood zone,,8370,Uitkerke,8370,Hainaut,4271.428571428572
3964,10529932,apartment,apartment,389000.0,117.0,,3.0,,,3.0,,2.0,,0.0,0.0,1.0,0.0,3.0,0.0,7.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,3324.7863247863247
2479,10551900,apartment,apartment,149000.0,85.0,,2.0,,,1.0,,1.0,,0.0,0.0,,,3.0,0.0,4.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,1752.9411764705883
3895,10008979,apartment,duplex,225000.0,99.0,,3.0,,,3.0,,1.0,,0.0,0.0,,,3.0,0.0,5.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,2272.7272727272725
3834,10501615,apartment,apartment,105000.0,41.0,,1.0,,,3.0,,1.0,,0.0,0.0,,,3.0,1.0,3.0,Electric,Non flood zone,,8370,Uitkerke,8370,Hainaut,2560.9756097560976
3913,10371870,apartment,apartment,259000.0,68.0,,1.0,,,3.0,,1.0,,6.0,0.0,1.0,0.0,3.0,1.0,6.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,3808.823529411765
3259,10298600,other-property,mixed-use-building,469000.0,233.0,2.0,4.0,2.0,,1.0,,4.0,1.0,0.0,0.0,,,2.0,,5.0,Gas,Non flood zone,Urban,8370,Uitkerke,8370,Hainaut,2012.8755364806866
8104,10424129,house,villa,475000.0,185.0,,3.0,,20.0,3.0,,1.0,1.0,0.0,0.0,,,2.0,0.0,4.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,2567.5675675675675
1774,10527503,apartment,apartment,149000.0,59.0,,1.0,1.0,,1.0,,1.0,,0.0,0.0,1.0,,2.0,1.0,3.0,Electric,Non flood zone,Urban,8370,Uitkerke,8370,Hainaut,2525.423728813559
2881,10548718,apartment,apartment,525000.0,125.0,,3.0,,55.0,1.0,,2.0,,4.0,0.0,1.0,0.0,2.0,0.0,7.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,4200.0
3102,10553054,apartment,apartment,199000.0,59.0,,1.0,1.0,22.0,,,1.0,,0.0,0.0,,,2.0,,2.0,Electric,,Fitted out,8370,Uitkerke,8370,Hainaut,3372.8813559322034
3928,10525043,apartment,duplex,279000.0,102.0,,3.0,,47.0,1.0,,2.0,,6.0,0.0,1.0,0.0,2.0,0.0,6.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,2735.294117647059
6470,10560540,apartment,flat-studio,118000.0,36.0,2.0,,,,1.0,,,1.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,Gas,Non flood zone,Urban,8370,Uitkerke,8370,Hainaut,3277.777777777778
3959,10429490,apartment,duplex,355000.0,82.0,,2.0,,44.0,3.0,,2.0,,10.0,0.0,1.0,0.0,3.0,0.0,6.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,4329.268292682927
504,10347723,apartment,apartment,206000.0,59.0,2.0,2.0,1.0,,2.0,,1.0,,0.0,0.0,1.0,,2.0,1.0,5.0,Electric,Possible flood zone,Landscape,8370,Uitkerke,8370,Hainaut,3491.5254237288136
9220,10460030,apartment,apartment,90000.0,54.0,,1.0,,26.0,1.0,,1.0,,0.0,0.0,,,2.0,0.0,5.0,,Non flood zone,,8370,Uitkerke,8370,Hainaut,1666.6666666666667
415,10551951,apartment,apartment,295000.0,70.0,,2.0,1.0,,2.0,,1.0,1.0,0.0,0.0,1.0,,0.0,1.0,6.0,Gas,Non flood zone,Landscape,8370,Uitkerke,8370,Hainaut,4214.285714285715
1790,10536047,apartment,apartment,225000.0,91.0,,2.0,1.0,,1.0,,1.0,,0.0,0.0,1.0,,2.0,1.0,4.0,Gas,Non flood zone,Urban,8370,Uitkerke,8370,Hainaut,2472.5274725274726
6473,10560539,apartment,flat-studio,168000.0,33.0,2.0,,1.0,,1.0,,,1.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,5090.909090909091
1799,10528263,apartment,apartment,249000.0,59.0,,1.0,1.0,,1.0,,1.0,1.0,0.0,0.0,1.0,,2.0,,6.0,Gas,Non flood zone,Landscape,8370,Uitkerke,8370,Hainaut,4220.338983050848
6475,10560538,apartment,flat-studio,175000.0,33.0,2.0,,1.0,,,,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,5303.030303030303
7446,10512838,house,house,275000.0,185.0,2.0,5.0,,,1.0,2.0,3.0,1.0,0.0,0.0,,,3.0,0.0,3.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,1486.4864864864865
27,10562286,apartment,apartment,285000.0,72.0,2.0,2.0,1.0,,1.0,,2.0,1.0,0.0,0.0,1.0,,2.0,1.0,6.0,Gas,Non flood zone,Landscape,8370,Uitkerke,8370,Hainaut,3958.3333333333335
8034,10490455,house,house,280000.0,295.0,,9.0,,18.0,1.0,,1.0,,0.0,0.0,,,2.0,0.0,4.0,Gas,,,8370,Uitkerke,8370,Hainaut,949.1525423728814
648,10448514,apartment,apartment,319000.0,80.0,,2.0,1.0,,1.0,,1.0,,0.0,0.0,1.0,,2.0,1.0,5.0,Gas,,Landscape,8370,Uitkerke,8370,Hainaut,3987.5
4781,10553036,apartment,ground-floor,255000.0,74.0,,1.0,,,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,6.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,3445.945945945946
682,10493488,apartment,apartment,350000.0,68.0,,2.0,1.0,,2.0,,2.0,1.0,0.0,0.0,1.0,,2.0,1.0,6.0,Gas,Non flood zone,Landscape,8370,Uitkerke,8370,Hainaut,5147.058823529412
2622,10226838,apartment,apartment,275000.0,73.0,2.0,2.0,1.0,,1.0,,1.0,1.0,0.0,0.0,1.0,,2.0,1.0,5.0,Gas,Non flood zone,Landscape,8370,Uitkerke,8370,Hainaut,3767.123287671233
5084,10528541,apartment,duplex,389000.0,109.0,,2.0,,,3.0,,1.0,,0.0,0.0,1.0,0.0,2.0,0.0,7.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,3568.8073394495414
4339,10564388,house,house,269000.0,303.0,2.0,5.0,,,1.0,,3.0,,0.0,0.0,,,2.0,1.0,3.0,Gas,,,8370,Uitkerke,8370,Hainaut,887.7887788778878
309,10540627,apartment,flat-studio,215000.0,39.0,4.0,,1.0,,1.0,,1.0,,0.0,0.0,1.0,,2.0,1.0,5.0,Electric,Non flood zone,Landscape,8370,Uitkerke,8370,Hainaut,5512.820512820513
468,10332754,apartment,apartment,195000.0,52.0,,1.0,1.0,,1.0,,1.0,,70.0,0.0,1.0,,2.0,1.0,2.0,Electric,Non flood zone,Landscape,8370,Uitkerke,8370,Hainaut,3750.0
7324,10431869,house,house,159000.0,124.0,2.0,4.0,,,2.0,,1.0,,0.0,0.0,,,2.0,1.0,2.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,1282.258064516129
6973,10560545,apartment,flat-studio,135000.0,46.0,2.0,,1.0,,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,Gas,Non flood zone,Urban,8370,Uitkerke,8370,Hainaut,2934.782608695652
712,10250038,apartment,apartment,395000.0,95.0,,2.0,1.0,,1.0,,1.0,,0.0,0.0,1.0,,2.0,1.0,6.0,Gas,Non flood zone,Landscape,8370,Uitkerke,8370,Hainaut,4157.894736842105
7416,10399836,house,house,190000.0,169.0,2.0,3.0,,,1.0,,1.0,,0.0,0.0,,,2.0,0.0,4.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,1124.2603550295858
3234,10452028,house,house,399000.0,222.0,2.0,3.0,1.0,,1.0,,2.0,1.0,17.0,0.0,,,2.0,1.0,4.0,Gas,Non flood zone,Landscape,8370,Uitkerke,8370,Hainaut,1797.2972972972973
7414,10509855,house,house,189000.0,160.0,3.0,3.0,,18.0,1.0,,4.0,,0.0,0.0,,,2.0,0.0,4.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,1181.25
3855,10421549,apartment,apartment,159000.0,86.0,,2.0,,,1.0,,1.0,,0.0,0.0,,,3.0,0.0,2.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,1848.8372093023256
8415,10414954,apartment,apartment,329000.0,106.0,2.0,2.0,1.0,,1.0,,2.0,,10.0,0.0,1.0,0.0,3.0,0.0,6.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,3103.7735849056603
3881,10407517,apartment,apartment,209000.0,83.0,,2.0,,,3.0,,1.0,,0.0,0.0,,,2.0,1.0,2.0,Electric,Non flood zone,,8370,Uitkerke,8370,Hainaut,2518.0722891566265
1765,10472755,apartment,apartment,119000.0,92.0,2.0,2.0,1.0,32.0,1.0,,1.0,,2.0,0.0,,,0.0,0.0,4.0,,Non flood zone,Urban,8370,Uitkerke,8370,Hainaut,1293.4782608695652
1832,10418913,apartment,apartment,495000.0,93.0,,2.0,1.0,,3.0,,1.0,,0.0,0.0,1.0,,3.0,1.0,6.0,Gas,Non flood zone,Landscape,8370,Uitkerke,8370,Hainaut,5322.580645161291
3527,10261138,apartment,apartment,545000.0,79.0,2.0,2.0,1.0,,1.0,,2.0,,12.0,0.0,1.0,,,,7.0,Gas,Non flood zone,Landscape,8370,Uitkerke,8370,Hainaut,6898.734177215189
3523,10261137,apartment,apartment,495000.0,79.0,2.0,2.0,1.0,,1.0,,2.0,,12.0,0.0,1.0,,,,7.0,Gas,Non flood zone,Landscape,8370,Uitkerke,8370,Hainaut,6265.822784810127
644,10448516,apartment,penthouse,305000.0,102.0,2.0,2.0,1.0,,1.0,,2.0,1.0,0.0,0.0,1.0,,2.0,,6.0,Gas,Non flood zone,Urban,8370,Uitkerke,8370,Hainaut,2990.1960784313724
7492,10366345,house,house,290000.0,177.0,2.0,5.0,,,1.0,,2.0,,0.0,0.0,,,2.0,0.0,5.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,1638.4180790960452
3945,10420753,apartment,apartment,325000.0,83.0,,2.0,,36.0,3.0,,1.0,,5.0,0.0,1.0,0.0,3.0,0.0,6.0,Gas,,,8370,Uitkerke,8370,Hainaut,3915.6626506024095
7487,10127266,house,house,289000.0,153.0,3.0,4.0,,,3.0,,1.0,1.0,0.0,0.0,,,2.0,0.0,4.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,1888.888888888889
3860,10351283,apartment,apartment,169000.0,51.0,,1.0,,,1.0,,1.0,,0.0,0.0,1.0,0.0,2.0,1.0,5.0,Electric,Non flood zone,,8370,Uitkerke,8370,Hainaut,3313.725490196078
643,10438748,apartment,apartment,305000.0,102.0,2.0,2.0,1.0,,1.0,,2.0,1.0,0.0,0.0,1.0,,2.0,,6.0,Gas,,Urban,8370,Uitkerke,8370,Hainaut,2990.1960784313724
4128,10289416,house,house,199000.0,184.0,,4.0,2.0,,2.0,,3.0,1.0,0.0,75.0,,,1.0,1.0,4.0,Gas,Non flood zone,Urban,8370,Uitkerke,8370,Hainaut,1081.5217391304348
3893,10537427,apartment,apartment,225000.0,81.0,,2.0,,,3.0,,1.0,,0.0,0.0,,,2.0,0.0,7.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,2777.777777777778
7510,10450281,house,house,299000.0,143.0,2.0,3.0,,,3.0,,1.0,1.0,0.0,0.0,,,2.0,0.0,2.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,2090.909090909091
642,10389696,apartment,apartment,305000.0,68.0,,2.0,1.0,,1.0,,1.0,,0.0,0.0,1.0,,2.0,1.0,6.0,Gas,Non flood zone,Landscape,8370,Uitkerke,8370,Hainaut,4485.294117647059
8052,10512890,house,house,299000.0,163.0,,3.0,,36.0,3.0,,2.0,1.0,0.0,0.0,,,3.0,0.0,4.0,Gas,,,8370,Uitkerke,8370,Hainaut,1834.355828220859
8274,10325763,apartment,apartment,117000.0,43.0,2.0,1.0,1.0,,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,2.0,0.0,6.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,2720.9302325581393
8049,10458749,house,house,299000.0,183.0,,4.0,,,2.0,,3.0,,0.0,0.0,,,2.0,1.0,5.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,1633.879781420765
423,10047588,apartment,apartment,125000.0,43.0,2.0,1.0,1.0,,1.0,,1.0,,3.0,0.0,,,1.0,1.0,4.0,Gas,Non flood zone,Urban,8370,Uitkerke,8370,Hainaut,2906.9767441860463
516,10460803,apartment,apartment,216000.0,56.0,,1.0,,,1.0,1.0,1.0,,0.0,0.0,1.0,,2.0,,7.0,Gas,Non flood zone,,8370,Uitkerke,8370,Hainaut,3857.1428571428573
6084,10555859,house,house,395000.0,143.0,2.0,3.0,,,3.0,,1.0,,0.0,0.0,,,3.0,0.0,6.0,Gas,Non flood zone,,8377,Uitkerke,8370,Hainaut,2762.237762237762
7548,10464755,house,house,379000.0,179.0,3.0,3.0,,30.0,1.0,,3.0,,11.0,220.0,,,2.0,0.0,4.0,Electric,Non flood zone,,8377,Uitkerke,8370,Hainaut,2117.31843575419
3252,10494628,house,house,429000.0,123.0,4.0,3.0,1.0,,1.0,,1.0,1.0,20.0,0.0,,,2.0,,4.0,Electric,Non flood zone,,8377,Uitkerke,8370,Hainaut,3487.8048780487807
8230,10495059,house,villa,825000.0,279.0,,4.0,,39.0,3.0,,2.0,,0.0,0.0,,,3.0,0.0,7.0,Electric,Non flood zone,,8377,Uitkerke,8370,Hainaut,2956.989247311828
7658,10507007,house,house,465000.0,256.0,2.0,4.0,,,1.0,1.0,1.0,,0.0,0.0,,,2.0,0.0,5.0,Gas,,,8377,Uitkerke,8370,Hainaut,1816.40625
1573,10540626,apartment,apartment,325000.0,106.0,2.0,2.0,1.0,,1.0,,1.0,,10.0,0.0,1.0,,2.0,,7.0,,Possible flood zone,Landscape,8380,Zeebrugge,8380,West Flanders,3066.0377358490564
7512,10440870,house,house,299000.0,262.0,2.0,4.0,,,1.0,,1.0,1.0,0.0,0.0,,,2.0,0.0,5.0,Gas,Non flood zone,,8380,Zeebrugge,8380,West Flanders,1141.2213740458014
9006,10325126,house,house,445000.0,139.0,3.0,4.0,,38.0,3.0,,2.0,,0.0,0.0,,,3.0,0.0,7.0,Gas,Non flood zone,,8380,Zeebrugge,8380,West Flanders,3201.438848920863
8999,10494522,house,house,440000.0,208.0,4.0,5.0,,,1.0,,1.0,,0.0,0.0,,,2.0,0.0,5.0,Gas,,,8380,Zeebrugge,8380,West Flanders,2115.3846153846152
7364,10416320,house,house,235000.0,155.0,2.0,3.0,,,1.0,,1.0,1.0,0.0,0.0,,,2.0,0.0,4.0,Gas,Non flood zone,,8380,Zeebrugge,8380,West Flanders,1516.1290322580646
586,10328475,apartment,apartment,272000.0,90.0,,3.0,2.0,36.0,1.0,,2.0,,1.0,0.0,1.0,,2.0,,7.0,Gas,Non flood zone,,8380,Zeebrugge,8380,West Flanders,3022.222222222222
5449,10549837,apartment,apartment,349000.0,65.0,,2.0,1.0,,1.0,,,,0.0,0.0,1.0,,2.0,,6.0,,Non flood zone,,8380,Zeebrugge,8380,West Flanders,5369.2307692307695
7008,10317790,house,house,385000.0,100.0,3.0,3.0,,43.0,3.0,,1.0,,0.0,0.0,,,3.0,0.0,7.0,Gas,,,8380,Zeebrugge,8380,West Flanders,3850.0
3446,10433954,apartment,apartment,255000.0,82.0,,3.0,2.0,23.0,,,2.0,,5.0,0.0,1.0,,,,5.0,Electric,Non flood zone,,8380,Zeebrugge,8380,West Flanders,3109.756097560976
1485,10481015,apartment,apartment,345000.0,83.0,3.0,2.0,1.0,,1.0,,1.0,,6.0,0.0,1.0,,2.0,,4.0,Electric,Non flood zone,,8380,Zeebrugge,8380,West Flanders,4156.626506024097
3250,10512607,house,house,435000.0,253.0,4.0,4.0,2.0,,1.0,,,,0.0,0.0,,,2.0,,6.0,Gas,Non flood zone,,8380,Zeebrugge,8380,West Flanders,1719.3675889328063
9024,10504442,house,house,478000.0,252.0,3.0,5.0,,,3.0,,2.0,,0.0,0.0,,,2.0,0.0,7.0,Gas,,,8380,Zeebrugge,8380,West Flanders,1896.8253968253969
8053,10520100,house,house,315000.0,225.0,,3.0,,,1.0,,1.0,1.0,0.0,0.0,,,2.0,0.0,5.0,Gas,Non flood zone,,8380,Zeebrugge,8380,West Flanders,1400.0
3921,10346449,apartment,apartment,272000.0,90.0,,3.0,2.0,36.0,1.0,,2.0,,1.0,0.0,1.0,,,,7.0,,Non flood zone,,8380,Zeebrugge,8380,West Flanders,3022.222222222222
3980,10487919,apartment,apartment,479000.0,106.0,,3.0,,,1.0,,1.0,,0.0,0.0,1.0,0.0,2.0,0.0,5.0,Gas,Non flood zone,,8400,Zandvoorde,8400,Brussels Capital Region,4518.867924528302
3939,10467014,apartment,apartment,289000.0,68.0,,2.0,,,3.0,,1.0,,0.0,0.0,1.0,0.0,2.0,0.0,6.0,Gas,,,8400,Zandvoorde,8400,Brussels Capital Region,4250.0
