,id,building_type,building_subtype,price,living_area,frontages,bedrooms,bathrooms,liv_room_surf,kitchen_type,showers,toilets,basement,terrace,garden,elevator,swimming_pool,status_build,furnished,energy_class,heating,flood_zone,surroundings,zipcode,municipality,group_zipcode,province,price_per_m2
2669,9543131,apartment,apartment,635000.0,106.0,,3.0,1.0,,3.0,1.0,2.0,1.0,0.0,0.0,1.0,,3.0,1.0,5.0,Gas,Non flood zone,"Living area (residential, urban or rural)",1000,Bruxelles,1000,Brussels Capital Region,5990.566037735849
8261,10451175,apartment,apartment,198000.0,55.0,2.0,2.0,1.0,14.0,3.0,,1.0,,0.0,0.0,1.0,,2.0,1.0,2.0,Electric,Possible flood zone,Urban,1000,Bruxelles,1000,Brussels Capital Region,3600.0
5455,10566921,apartment,flat-studio,240000.0,,,,,,,,,,2.0,0.0,1.0,0.0,3.0,1.0,5.0,,,,1000,Bruxelles,1000,Brussels Capital Region,
705,10492908,apartment,apartment,390000.0,134.0,2.0,5.0,1.0,21.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,2.0,0.0,1.0,Gas,,Urban,1000,Bruxelles,1000,Brussels Capital Region,2910.4477611940297
2651,10225816,apartment,apartment,495000.0,148.0,2.0,3.0,2.0,,3.0,,2.0,,20.0,0.0,1.0,0.0,3.0,0.0,4.0,Gas,,Urban,1000,Bruxelles,1000,Brussels Capital Region,3344.5945945945946
2649,10509414,apartment,apartment,445000.0,125.0,2.0,3.0,1.0,36.0,3.0,,2.0,1.0,0.0,0.0,1.0,,3.0,,3.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,3560.0
8432,10504530,apartment,apartment,355000.0,112.0,2.0,2.0,,40.0,1.0,1.0,2.0,,7.0,0.0,1.0,0.0,2.0,,3.0,Gas,,"Living area (residential, urban or rural)",1000,Bruxelles,1000,Brussels Capital Region,3169.6428571428573
2935,10514875,apartment,apartment,510000.0,107.0,2.0,2.0,2.0,,3.0,1.0,1.0,,8.0,0.0,1.0,,3.0,1.0,5.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,4766.355140186916
2940,10489763,apartment,loft,545000.0,168.0,3.0,2.0,1.0,,3.0,,2.0,1.0,16.0,0.0,1.0,,2.0,,4.0,,,"Living area (residential, urban or rural)",1000,Bruxelles,1000,Brussels Capital Region,3244.0476190476193
5911,10494025,house,house,1250000.0,334.0,3.0,6.0,2.0,32.0,2.0,2.0,4.0,1.0,37.0,700.0,0.0,0.0,0.0,,1.0,Gas,Non flood zone,,1000,Bruxelles,1000,Brussels Capital Region,3742.5149700598804
2671,9592128,apartment,apartment,675000.0,112.0,3.0,2.0,2.0,40.0,3.0,,2.0,,5.0,0.0,1.0,,,0.0,7.0,Gas,,Urban,1000,Bruxelles,1000,Brussels Capital Region,6026.785714285715
8446,10049079,apartment,apartment,390000.0,97.0,3.0,2.0,2.0,30.0,1.0,1.0,2.0,1.0,24.0,0.0,1.0,,2.0,0.0,6.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,4020.618556701031
8381,10397997,apartment,apartment,285000.0,64.0,,1.0,1.0,37.0,3.0,,1.0,,6.0,0.0,1.0,,2.0,1.0,4.0,Electric,Non flood zone,Urban,1000,Bruxelles,1000,Brussels Capital Region,4453.125
5509,10526557,apartment,flat-studio,335000.0,58.0,2.0,,1.0,,1.0,1.0,1.0,,0.0,0.0,1.0,0.0,3.0,0.0,3.0,Gas,Non flood zone,Urban,1000,Bruxelles,1000,Brussels Capital Region,5775.862068965517
801,10509113,apartment,apartment,499999.0,120.0,2.0,3.0,1.0,,1.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,3.0,,5.0,Gas,,Landscape,1000,Bruxelles,1000,Brussels Capital Region,4166.658333333334
2827,10558631,apartment,apartment,272000.0,66.0,2.0,1.0,1.0,,3.0,1.0,1.0,,6.0,0.0,1.0,0.0,,0.0,7.0,,,Urban,1000,Bruxelles,1000,Brussels Capital Region,4121.212121212121
2828,10558632,apartment,apartment,276000.0,66.0,2.0,1.0,1.0,,3.0,1.0,1.0,,6.0,0.0,1.0,0.0,,0.0,7.0,,,Urban,1000,Bruxelles,1000,Brussels Capital Region,4181.818181818182
2834,10559850,apartment,apartment,499000.0,125.0,,3.0,2.0,40.0,1.0,,2.0,1.0,3.0,0.0,1.0,,0.0,,4.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,3992.0
2839,10557578,apartment,apartment,810000.0,124.0,2.0,2.0,2.0,45.0,3.0,,2.0,1.0,6.0,0.0,1.0,1.0,3.0,0.0,6.0,Gas,Non flood zone,,1000,Bruxelles,1000,Brussels Capital Region,6532.258064516129
2755,10541138,house,house,575000.0,220.0,2.0,5.0,1.0,30.0,3.0,,2.0,,15.0,48.0,,,2.0,0.0,1.0,Gas,,Isolated,1000,Bruxelles,1000,Brussels Capital Region,2613.6363636363635
5539,8601918,apartment,apartment,3324000.0,308.0,3.0,3.0,2.0,,1.0,1.0,4.0,1.0,161.0,0.0,1.0,,,,1.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,10792.207792207791
5537,8601921,apartment,apartment,3297000.0,305.0,3.0,3.0,2.0,150.0,1.0,1.0,3.0,1.0,166.0,0.0,1.0,,,,1.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,10809.83606557377
5534,7971680,apartment,apartment,1950000.0,211.0,3.0,3.0,2.0,,1.0,1.0,2.0,1.0,111.0,0.0,1.0,,,,1.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,9241.706161137441
827,10488081,house,house,675000.0,265.0,2.0,5.0,4.0,,1.0,4.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Gas,Circumscribed zone,Urban,1000,Bruxelles,1000,Brussels Capital Region,2547.169811320755
5506,10502397,apartment,flat-studio,315000.0,58.0,2.0,,1.0,,1.0,1.0,1.0,,0.0,0.0,1.0,0.0,3.0,0.0,3.0,Gas,Non flood zone,Urban,1000,Bruxelles,1000,Brussels Capital Region,5431.0344827586205
777,10532033,apartment,apartment,535000.0,125.0,2.0,2.0,2.0,,3.0,1.0,2.0,1.0,12.0,0.0,1.0,1.0,3.0,1.0,6.0,Gas,Non flood zone,Urban,1000,Bruxelles,1000,Brussels Capital Region,4280.0
8355,10365020,apartment,apartment,269000.0,70.0,2.0,1.0,1.0,27.0,,1.0,1.0,,0.0,0.0,1.0,0.0,2.0,,2.0,,,Urban,1000,Bruxelles,1000,Brussels Capital Region,3842.8571428571427
5527,10432121,apartment,apartment,765000.0,172.0,2.0,3.0,2.0,,,,,,21.0,0.0,1.0,0.0,,0.0,5.0,Gas,Non flood zone,,1000,Bruxelles,1000,Brussels Capital Region,4447.674418604651
8359,10167620,apartment,apartment,260000.0,55.0,,1.0,,,1.0,1.0,1.0,,5.0,0.0,1.0,,3.0,,5.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,4727.272727272727
5844,10346514,house,house,550000.0,82.0,2.0,2.0,1.0,22.0,3.0,,1.0,1.0,25.0,0.0,0.0,0.0,3.0,,4.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,6707.317073170731
5854,10303999,house,house,575000.0,198.0,2.0,5.0,2.0,32.0,1.0,,3.0,,42.0,15.0,0.0,,3.0,0.0,6.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,2904.040404040404
763,9893520,house,house,465000.0,229.0,2.0,4.0,2.0,16.0,3.0,2.0,3.0,1.0,48.0,0.0,0.0,0.0,3.0,0.0,3.0,Gas,,Isolated,1000,Bruxelles,1000,Brussels Capital Region,2030.5676855895197
850,10369929,apartment,apartment,985000.0,221.0,2.0,4.0,2.0,,3.0,,2.0,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,Gas,,Urban,1000,Bruxelles,1000,Brussels Capital Region,4457.013574660634
5516,10489745,apartment,duplex,420000.0,115.0,2.0,2.0,1.0,18.0,3.0,,1.0,,0.0,0.0,0.0,0.0,3.0,,1.0,Gas,,Shop street,1000,Bruxelles,1000,Brussels Capital Region,3652.1739130434785
5513,10502996,apartment,apartment,385000.0,85.0,4.0,2.0,1.0,,,,,,9.0,0.0,1.0,0.0,,0.0,5.0,Gas,Non flood zone,,1000,Bruxelles,1000,Brussels Capital Region,4529.411764705882
2706,10150916,apartment,apartment,350000.0,150.0,2.0,3.0,1.0,50.0,1.0,,2.0,,12.0,0.0,1.0,0.0,2.0,0.0,4.0,,Non flood zone,"Living area (residential, urban or rural)",1000,Bruxelles,1000,Brussels Capital Region,2333.3333333333335
5531,8601920,apartment,apartment,1537000.0,160.0,3.0,2.0,1.0,,1.0,1.0,3.0,1.0,91.0,0.0,1.0,,,,1.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,9606.25
5125,10235621,apartment,penthouse,535000.0,111.0,2.0,2.0,1.0,,2.0,,1.0,,185.0,0.0,1.0,0.0,0.0,0.0,1.0,Fuel oil,Non flood zone,,1000,Bruxelles,1000,Brussels Capital Region,4819.81981981982
941,10369902,apartment,apartment,730000.0,172.0,,3.0,2.0,,3.0,,3.0,1.0,21.0,0.0,1.0,0.0,2.0,0.0,5.0,Gas,Non flood zone,,1000,Bruxelles,1000,Brussels Capital Region,4244.186046511628
8197,9522218,other-property,mixed-use-building,3200000.0,1425.0,2.0,1.0,3.0,,1.0,5.0,10.0,1.0,54.0,100.0,1.0,0.0,2.0,0.0,1.0,Fuel oil,,,1000,Bruxelles,1000,Brussels Capital Region,2245.6140350877195
559,10075225,apartment,apartment,255000.0,80.0,4.0,2.0,1.0,,1.0,,1.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,Electric,,Urban,1000,Bruxelles,1000,Brussels Capital Region,3187.5
557,10478478,apartment,apartment,255000.0,67.0,2.0,2.0,2.0,27.0,3.0,,2.0,,10.0,0.0,1.0,,2.0,1.0,3.0,Electric,Non flood zone,,1000,Bruxelles,1000,Brussels Capital Region,3805.9701492537315
6227,10469860,apartment,apartment,395000.0,77.0,,1.0,1.0,30.0,2.0,,1.0,,0.0,0.0,1.0,0.0,3.0,0.0,3.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,5129.87012987013
8525,10442887,apartment,ground-floor,1890000.0,275.0,2.0,3.0,3.0,70.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,,3.0,0.0,4.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,6872.727272727273
6228,10325441,apartment,apartment,395000.0,83.0,,2.0,1.0,,3.0,,1.0,1.0,0.0,0.0,1.0,0.0,3.0,,2.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,4759.036144578313
8535,10329107,apartment,penthouse,3500000.0,540.0,4.0,3.0,3.0,50.0,3.0,3.0,6.0,1.0,36.0,0.0,1.0,1.0,3.0,0.0,6.0,,Non flood zone,,1000,Bruxelles,1000,Brussels Capital Region,6481.481481481482
6229,10509923,apartment,apartment,395000.0,63.0,2.0,1.0,1.0,,3.0,1.0,1.0,1.0,10.0,0.0,1.0,0.0,3.0,0.0,6.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,6269.841269841269
1097,10564704,apartment,apartment,386000.0,105.0,2.0,2.0,1.0,,3.0,,1.0,,0.0,0.0,1.0,0.0,3.0,0.0,5.0,Gas,,Urban,1000,Bruxelles,1000,Brussels Capital Region,3676.190476190476
1099,10563228,apartment,apartment,489999.0,115.0,2.0,3.0,2.0,37.0,1.0,1.0,2.0,1.0,27.0,0.0,1.0,0.0,3.0,0.0,6.0,Gas,,Urban,1000,Bruxelles,1000,Brussels Capital Region,4260.860869565217
6249,10422770,apartment,apartment,450000.0,118.0,2.0,3.0,1.0,,0.0,1.0,2.0,1.0,8.0,0.0,1.0,0.0,3.0,0.0,5.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,3813.5593220338983
5181,10373465,apartment,apartment,975000.0,200.0,2.0,2.0,2.0,40.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,4875.0
6250,10334272,apartment,apartment,465000.0,120.0,2.0,3.0,2.0,,3.0,1.0,2.0,,11.0,0.0,1.0,0.0,3.0,0.0,5.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,3875.0
6254,10066047,apartment,apartment,480000.0,73.0,2.0,1.0,1.0,,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,6575.342465753424
8586,10538566,apartment,apartment,249000.0,92.0,2.0,3.0,1.0,22.0,1.0,,1.0,,0.0,0.0,0.0,0.0,2.0,,1.0,Gas,Non flood zone,"Living area (residential, urban or rural)",1000,Bruxelles,1000,Brussels Capital Region,2706.521739130435
8587,10538545,apartment,apartment,269000.0,110.0,2.0,3.0,1.0,15.0,1.0,,1.0,,2.0,0.0,0.0,0.0,2.0,,1.0,Gas,Non flood zone,"Living area (residential, urban or rural)",1000,Bruxelles,1000,Brussels Capital Region,2445.4545454545455
7789,10545726,apartment,apartment-block,625000.0,350.0,4.0,6.0,6.0,35.0,,,6.0,1.0,200.0,200.0,,,3.0,,3.0,Gas,Non flood zone,"Living area (residential, urban or rural)",1000,Bruxelles,1000,Brussels Capital Region,1785.7142857142858
6270,10484758,apartment,apartment,349000.0,95.0,2.0,2.0,1.0,30.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,2.0,,2.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,3673.684210526316
6274,10072507,apartment,flat-studio,355000.0,56.0,2.0,,1.0,,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,6339.285714285715
522,10478484,apartment,apartment,225000.0,38.0,2.0,1.0,1.0,21.0,1.0,,1.0,,2.0,0.0,1.0,,2.0,1.0,3.0,Electric,Non flood zone,,1000,Bruxelles,1000,Brussels Capital Region,5921.0526315789475
7779,10538972,apartment,apartment,565000.0,102.0,2.0,2.0,2.0,51.0,3.0,,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,6.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,5539.21568627451
6278,10518405,apartment,apartment,365000.0,96.0,2.0,2.0,1.0,37.0,3.0,1.0,2.0,1.0,9.0,0.0,1.0,,3.0,,6.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,3802.0833333333335
5131,9953270,apartment,apartment,570000.0,180.0,3.0,3.0,1.0,38.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,,3.0,Fuel oil,Non flood zone,,1000,Bruxelles,1000,Brussels Capital Region,3166.6666666666665
6253,10480564,apartment,apartment,480000.0,146.0,2.0,3.0,2.0,37.0,3.0,,2.0,1.0,0.0,0.0,1.0,,3.0,,3.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,3287.671232876712
5920,10537936,house,house,1590000.0,452.0,3.0,5.0,3.0,54.0,3.0,,4.0,1.0,30.0,0.0,0.0,0.0,3.0,0.0,5.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,3517.6991150442477
6206,10265178,apartment,apartment,285000.0,70.0,2.0,1.0,1.0,,3.0,1.0,1.0,,0.0,0.0,1.0,0.0,2.0,0.0,5.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,4071.4285714285716
6197,10380067,apartment,apartment,270000.0,70.0,2.0,2.0,1.0,,3.0,,1.0,,5.0,0.0,1.0,0.0,2.0,1.0,1.0,Electric,,Urban,1000,Bruxelles,1000,Brussels Capital Region,3857.1428571428573
967,10559845,apartment,apartment,498500.0,140.0,,3.0,2.0,56.0,2.0,,2.0,1.0,9.0,0.0,1.0,,1.0,,5.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,3560.714285714286
8465,10385971,apartment,apartment,495000.0,138.0,2.0,2.0,1.0,33.0,3.0,1.0,1.0,1.0,0.0,30.0,,,3.0,,3.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,3586.9565217391305
2567,10428472,apartment,flat-studio,210000.0,34.0,3.0,,1.0,34.0,3.0,,1.0,,0.0,0.0,,,3.0,,5.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,6176.470588235294
2565,10428474,apartment,flat-studio,210000.0,34.0,3.0,,1.0,34.0,3.0,,1.0,,0.0,0.0,,,3.0,,5.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,6176.470588235294
2562,10406383,apartment,apartment,200000.0,61.0,2.0,1.0,1.0,,3.0,1.0,1.0,,0.0,0.0,1.0,,2.0,,5.0,Gas,Non flood zone,,1000,Bruxelles,1000,Brussels Capital Region,3278.688524590164
2551,10509419,apartment,flat-studio,195000.0,56.0,2.0,,1.0,26.0,1.0,,1.0,1.0,0.0,0.0,1.0,,3.0,,3.0,Fuel oil,,,1000,Bruxelles,1000,Brussels Capital Region,3482.1428571428573
628,10084275,apartment,penthouse,299000.0,85.0,3.0,2.0,1.0,27.0,1.0,1.0,1.0,1.0,12.0,0.0,0.0,0.0,3.0,0.0,3.0,Gas,Non flood zone,Countryside,1000,Bruxelles,1000,Brussels Capital Region,3517.6470588235293
8481,10523235,apartment,apartment,585000.0,140.0,2.0,2.0,1.0,43.0,1.0,,2.0,,0.0,0.0,0.0,0.0,2.0,,4.0,Gas,Non flood zone,Urban,1000,Bruxelles,1000,Brussels Capital Region,4178.571428571428
8483,10126909,apartment,ground-floor,595000.0,170.0,,2.0,,,3.0,,1.0,,0.0,0.0,,,2.0,0.0,3.0,Gas,Non flood zone,,1000,Bruxelles,1000,Brussels Capital Region,3500.0
7933,10542374,apartment,apartment,220000.0,52.0,2.0,1.0,1.0,18.0,2.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Gas,,Urban,1000,Bruxelles,1000,Brussels Capital Region,4230.7692307692305
7854,9059584,apartment,apartment,1839000.0,203.0,,3.0,2.0,,3.0,1.0,2.0,,76.0,0.0,1.0,0.0,3.0,0.0,6.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,9059.11330049261
5289,10331063,apartment,apartment-block,1290000.0,526.0,3.0,5.0,2.0,,,,,,16.0,0.0,0.0,0.0,,0.0,1.0,Gas,Non flood zone,,1000,Bruxelles,1000,Brussels Capital Region,2452.471482889734
608,10521970,apartment,apartment,285000.0,75.0,4.0,2.0,2.0,29.0,1.0,,2.0,,17.0,0.0,1.0,,2.0,1.0,1.0,Electric,Non flood zone,,1000,Bruxelles,1000,Brussels Capital Region,3800.0
8503,10364641,apartment,apartment,785000.0,202.0,2.0,3.0,2.0,67.0,3.0,,2.0,1.0,5.0,0.0,1.0,0.0,3.0,0.0,5.0,Gas,Non flood zone,,1000,Bruxelles,1000,Brussels Capital Region,3886.138613861386
6157,10334313,apartment,flat-studio,180000.0,35.0,2.0,,1.0,,3.0,1.0,1.0,,0.0,0.0,1.0,0.0,3.0,1.0,3.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,5142.857142857143
595,10129823,apartment,apartment,279000.0,70.0,,1.0,1.0,,1.0,1.0,2.0,,0.0,0.0,,,2.0,,6.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,3985.714285714286
5229,10562258,apartment,apartment,189000.0,75.0,4.0,2.0,,20.0,2.0,1.0,1.0,1.0,12.0,0.0,1.0,,,,1.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,2520.0
6171,10492086,apartment,flat-studio,224000.0,47.0,,,1.0,19.0,3.0,,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,Gas,,Urban,1000,Bruxelles,1000,Brussels Capital Region,4765.95744680851
8512,9861729,apartment,apartment,1050000.0,185.0,4.0,2.0,2.0,,3.0,1.0,3.0,1.0,14.0,0.0,1.0,1.0,3.0,0.0,5.0,,Non flood zone,,1000,Bruxelles,1000,Brussels Capital Region,5675.675675675676
6172,10499722,apartment,apartment,220000.0,55.0,4.0,1.0,1.0,,1.0,,,,0.0,0.0,,,2.0,0.0,3.0,Gas,,Urban,1000,Bruxelles,1000,Brussels Capital Region,4000.0
1059,10553688,apartment,apartment,340000.0,78.0,2.0,2.0,1.0,,3.0,,1.0,,0.0,0.0,1.0,0.0,3.0,0.0,3.0,Electric,,Urban,1000,Bruxelles,1000,Brussels Capital Region,4358.974358974359
6195,10512484,apartment,apartment,260000.0,62.0,,1.0,1.0,,2.0,1.0,1.0,1.0,4.0,0.0,1.0,,2.0,,1.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,4193.548387096775
8490,9970932,apartment,apartment,650000.0,140.0,2.0,3.0,2.0,45.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,Gas,Non flood zone,,1000,Bruxelles,1000,Brussels Capital Region,4642.857142857143
1483,10494517,apartment,apartment,340000.0,97.0,2.0,1.0,1.0,,0.0,,1.0,,0.0,0.0,,,3.0,0.0,6.0,Gas,,"Living area (residential, urban or rural)",1000,Bruxelles,1000,Brussels Capital Region,3505.1546391752577
2168,10539678,apartment,apartment,840000.0,160.0,2.0,3.0,2.0,,3.0,,2.0,,10.0,0.0,1.0,0.0,3.0,0.0,5.0,Gas,,Urban,1000,Bruxelles,1000,Brussels Capital Region,5250.0
43,10558626,apartment,apartment,279000.0,74.0,4.0,1.0,1.0,,1.0,1.0,1.0,,8.0,0.0,1.0,0.0,3.0,,7.0,Gas,,Urban,1000,Bruxelles,1000,Brussels Capital Region,3770.2702702702704
6927,10444661,other-property,exceptional-property,1325000.0,240.0,3.0,5.0,3.0,,1.0,1.0,3.0,,0.0,0.0,,,2.0,0.0,2.0,Fuel oil,,,1000,Bruxelles,1000,Brussels Capital Region,5520.833333333333
42,10558634,apartment,apartment,321000.0,92.0,4.0,2.0,1.0,,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,,7.0,Gas,,Countryside,1000,Bruxelles,1000,Brussels Capital Region,3489.1304347826085
1528,10451187,apartment,loft,690000.0,228.0,2.0,2.0,2.0,,3.0,,3.0,,0.0,0.0,0.0,0.0,3.0,0.0,2.0,Gas,,Urban,1000,Bruxelles,1000,Brussels Capital Region,3026.315789473684
44,10558643,apartment,penthouse,326000.0,81.0,3.0,2.0,1.0,,1.0,1.0,2.0,1.0,6.0,0.0,1.0,0.0,3.0,0.0,7.0,Gas,,Isolated,1000,Bruxelles,1000,Brussels Capital Region,4024.6913580246915
3761,10519833,house,house,2200000.0,276.0,2.0,4.0,3.0,,3.0,,4.0,,15.0,50.0,1.0,,3.0,0.0,5.0,Gas,,"Living area (residential, urban or rural)",1000,Bruxelles,1000,Brussels Capital Region,7971.014492753623
3763,10448383,house,villa,3300000.0,500.0,,5.0,4.0,,,,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,Fuel oil,,Urban,1000,Bruxelles,1000,Brussels Capital Region,6600.0
6986,10484414,apartment,ground-floor,210000.0,96.0,,2.0,,27.0,2.0,,1.0,,0.0,0.0,,,0.0,0.0,5.0,Gas,Possible flood zone,,1000,Bruxelles,1000,Brussels Capital Region,2187.5
1530,10358585,apartment,apartment,700000.0,161.0,,3.0,1.0,65.0,3.0,1.0,2.0,1.0,15.0,0.0,1.0,0.0,2.0,0.0,6.0,Gas,Non flood zone,"Living area (residential, urban or rural)",1000,Bruxelles,1000,Brussels Capital Region,4347.826086956522
1811,10385595,apartment,apartment,310000.0,100.0,2.0,3.0,1.0,30.0,2.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,,,,1000,Bruxelles,1000,Brussels Capital Region,3100.0
3912,10522170,apartment,penthouse,250000.0,65.0,2.0,1.0,1.0,25.0,3.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,3.0,1.0,1.0,Gas,,Urban,1000,Bruxelles,1000,Brussels Capital Region,3846.153846153846
4074,10545934,apartment,loft,329000.0,110.0,3.0,2.0,1.0,,3.0,1.0,1.0,,0.0,0.0,1.0,,3.0,0.0,1.0,Electric,,Urban,1000,Bruxelles,1000,Brussels Capital Region,2990.909090909091
1598,10467819,apartment,flat-studio,275000.0,47.0,2.0,,,,3.0,1.0,1.0,1.0,6.0,0.0,1.0,0.0,3.0,0.0,6.0,,Non flood zone,Urban,1000,Bruxelles,1000,Brussels Capital Region,5851.063829787234
1535,10488183,apartment,apartment,1050000.0,240.0,3.0,3.0,1.0,70.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,4375.0
1537,10504579,apartment,apartment,1350000.0,288.0,2.0,4.0,2.0,75.0,0.0,1.0,4.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,4.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,4687.5
3766,10553593,apartment,apartment,235000.0,60.0,,1.0,,,1.0,,1.0,,0.0,0.0,1.0,0.0,2.0,0.0,7.0,,,,1000,Bruxelles,1000,Brussels Capital Region,3916.6666666666665
1524,10064042,apartment,apartment,645000.0,102.0,2.0,2.0,2.0,,1.0,,2.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,6323.529411764706
4351,10546853,apartment,apartment,230000.0,75.0,4.0,2.0,1.0,,,,,,13.0,0.0,1.0,0.0,,0.0,2.0,Gas,Non flood zone,,1000,Bruxelles,1000,Brussels Capital Region,3066.6666666666665
1523,10451188,apartment,loft,690000.0,228.0,2.0,3.0,2.0,,3.0,,3.0,,0.0,0.0,0.0,0.0,3.0,0.0,2.0,Gas,,Urban,1000,Bruxelles,1000,Brussels Capital Region,3026.315789473684
1509,10449929,apartment,apartment,550000.0,108.0,,3.0,1.0,,3.0,1.0,2.0,1.0,10.0,0.0,1.0,,2.0,,6.0,Gas,Non flood zone,,1000,Bruxelles,1000,Brussels Capital Region,5092.592592592592
4381,10484058,apartment,apartment,220000.0,59.0,2.0,1.0,1.0,25.0,2.0,1.0,1.0,1.0,0.0,13.0,1.0,0.0,0.0,0.0,2.0,Fuel oil,Non flood zone,Isolated,1000,Bruxelles,1000,Brussels Capital Region,3728.813559322034
1619,10420046,apartment,apartment,1410000.0,184.0,2.0,3.0,2.0,64.0,2.0,1.0,3.0,1.0,23.0,0.0,1.0,0.0,3.0,0.0,7.0,,Non flood zone,Urban,1000,Bruxelles,1000,Brussels Capital Region,7663.04347826087
6921,10431270,house,house,1275000.0,340.0,,4.0,2.0,,,,3.0,1.0,0.0,0.0,0.0,0.0,,0.0,2.0,,Non flood zone,,1000,Bruxelles,1000,Brussels Capital Region,3750.0
7022,10565849,apartment,kot,165000.0,23.0,,1.0,1.0,,3.0,,1.0,,0.0,300.0,1.0,,2.0,0.0,1.0,Gas,,,1000,Bruxelles,1000,Brussels Capital Region,7173.913043478261
1735,10492906,house,mansion,990000.0,300.0,2.0,10.0,4.0,25.0,3.0,4.0,5.0,,24.0,40.0,0.0,,2.0,1.0,2.0,,Non flood zone,Urban,1000,Bruxelles,1000,Brussels Capital Region,3300.0
1612,10420047,apartment,apartment,750000.0,119.0,2.0,2.0,2.0,48.0,2.0,1.0,2.0,1.0,13.0,0.0,1.0,0.0,3.0,0.0,7.0,,Non flood zone,Urban,1000,Bruxelles,1000,Brussels Capital Region,6302.5210084033615
1608,10467826,apartment,apartment,370000.0,68.0,,1.0,1.0,,3.0,1.0,1.0,,8.0,0.0,1.0,0.0,3.0,0.0,7.0,,Non flood zone,Urban,1000,Bruxelles,1000,Brussels Capital Region,5441.176470588235
1607,10469816,apartment,apartment,750000.0,119.0,2.0,2.0,2.0,48.0,2.0,1.0,2.0,1.0,13.0,0.0,1.0,0.0,3.0,0.0,7.0,,Non flood zone,Urban,1000,Bruxelles,1000,Brussels Capital Region,6302.5210084033615
