,url,Available as of,Available date,Construction year,Floor,Number of floors,Building condition,Street frontage width,Number of frontages,Surroundings type,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bathrooms,Shower rooms,Toilets,Basement,Furnished,Armored door,Terrace,Elevator,Accessible for disabled people,Swimming pool,Primary energy consumption,Energy class,Unnamed: 31,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Double glazing,Price,Tenement building,Address,Website,External reference,Covered parking spaces,As built plan,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Neighbourhood or locality,Outdoor parking spaces,Virtual visit,Office surface,Office,Intercom,Total ground floor buildable,Cadastral income,Garden surface,Visio phone,Terrace surface,TV cable,Thermic solar panels,Garden,Garden orientation,Photovoltaic solar panels,Property name,Conformity certification for fuel tanks,Monthly charges,Dining room,Basement surface,Attic surface,Surface of the plot,Width of the lot on the street,Connection to sewer network,"Gas, water & electricity",Secure access / alarm,Living room,Caretaker,Obligation to build,Bedroom 5 surface,Professional space surface,Attic,Agent's name,Dressing room,How many fireplaces?,Laundry room,Terrace orientation,Common water heater,E-level (overall energy performance),Isolated,Professional space,Land is facing street,Wooded land,Plot at rear,Flat land,Air conditioning,Jacuzzi,Sauna,Internet,Heat pump,Type of building,Number of annexes,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Maximum duration of annuity,EPC description,Extra information,Value of the property,Sea view,Current monthly revenue,Age of annuitants,Venue of the sale,Single session,Terms of visit,Starting price,Percentage rented
3664,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/petit-roeulx-lez-nivelles/7181/9414230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105  kWh/m²  kilowatt hour per square meters,B,,Not specified,Not specified,Not specified,,,,No,"Avenue Franklin Roosevelt 104/29, 1330  - Rixensart",http://www.millenium-properties.be,559 -,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3665,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/assesse/5330/10466081,At delivery,June 30 2024 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,80  kWh/m²  kilowatt hour per square meters,A,,11111,18 kg CO₂/m²,Not specified,,,,No,Chaussée de Marche 474 5101  - Erpent,http://www.latouretpetit.be,5280093,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3669,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/hombeek/2811/10488908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,De Kleetlaan 4 1831  - Diegem,http://www.kasperkent.be,Eglegem Sunset - pro,,,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3671,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/evere/1140/10454989,At delivery,September 30 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,67  kWh/m²  kilowatt hour per square meters,B,,B,25 kg CO₂/m²,Not specified,,,,No,Boulevard de la Woluwe 62 boîte 3 1200  - Woluwe-St-Lambert,http://www.latouretpetit.be,5284104,31.0,,,,,,Non flood zone,,1 - Bruxelles Est,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3677,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/evere/1140/10475645,,June 15 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,70  kWh/m²  kilowatt hour per square meters,B,,Not specified,70 kg CO₂/m²,Not specified,,,,No,Avenue Louise 200 1050  - Ixelles,http://www.trevi.be,215304 -,7.0,,,,,,,,Bruxelles Est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3682,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/wenduine/8420/10408328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Graaf Jansdijk 6/001 8420  - Wenduine,http://www.immovinck.be,Luxueus nieuwbouwproject 'Kallista',,,Yes,No,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3689,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/auderghem/1160/9281516,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,"Avenue Herrmann-Debrouxlaan 42, 9 1160  - Oudergem",http://www.bpi-realestate.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3690,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/stekene/9190/10311626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,"Dorpsstraat, 21 9190  - Stekene",http://www.vanhoyevastgoed.be,6580 -,,,Yes,Yes,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3691,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ixelles/1050/10157528,After signing the deed,,,,,,,,,,,,,,,,,,,,,,,,,,,,96  kWh/m²  kilowatt hour per square meters,C,,B,Not specified,Not specified,,,,No,Chaussée de Waterloo 1382 1180  - Uccle,,4933023,,,,,,,Non flood zone,,Projets Bruxelles Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3692,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/leuven/3000/9467840,To be defined,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Keizershoek 350A 2550  - Kontich,http://www.virix.be,,,,Yes,Yes,,,,,DijleDelta - Midden in de stad aan de Dijle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3693,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/uccle/1180/10413947,,April 1 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,30  kWh/m²  kilowatt hour per square meters,A,,Not specified,Not specified,Not specified,,,,No,"Avenue du Hockey, 40 1150  - Woluwe-St-Pierre",http://www.grandplace.be,6263 -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3696,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/antwerp/2018/9780470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,uitgezonderd B en E,Not specified,Not specified,,,,No,Sint-Jansvliet 5 2000  - Antwerpen,http://www.heylenvastgoed.be,7304 - NWB-21-KLU-01,68.0,,Yes,No,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3699,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/diepenbeek/3590/9858051,Immediately,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Leterweg 55 3740  - Bilzen,http://www.proterra-projects.com,,,,Yes,No,No,No,Non flood zone,,Centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3700,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/de%20panne/8660/9617692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Zeedijk 89 bus 2 8660  - De Panne,,Oosteinder I,,,Yes,No,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3701,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/kortrijk/8500/8886011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Wagenaarstraat 33 8791  - Beveren-Leie,http://www.groephuyzentruyt.be,1739024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3702,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/berlaar/2590/9997549,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,"Fehrenbachstraat, 53 2440  - Geel",http://www.immosp.be,4811739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3703,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/leuven/3000/9829758,To be defined,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Keizershoek 350A 2550  - Kontich,http://www.virix.be,,,,Yes,Yes,,,,,Aan de oever van de Vaartkom met zicht op de haven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3704,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/edegem/2650/10356125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Nieuwewandeling 62 9000  - Gent,,Ata Kando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3705,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/linkeroever/2050/9130738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,L. de Waelplaats 24A 2000  - Antwerpen,http://www.vooruitzicht.be/nl-BE/content/vooruitzicht-bedenker-van-buitengewone-buurten/25/,AZUR II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3706,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/lochristi/9080/10270486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Brabantdam 37 9000  - Gent,,Stek Handelsruimte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3707,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ghlin/7011/8421526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,"La Besace, 14 6850  - Paliseul",https://www.thomas-piron.eu/fr/nos-activites/maison/maison-neuve-terrain-a-batir?utm_source=immoweb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3708,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/knokke/8300/10267887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Dumortierlaan 89 8300  - Knokke,http://www.livimmo.be,ConstantiaTK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3709,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/tremelo/3120/10469724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Jan Stasstraat 3 3000  - Leuven,http://www.immojanstas.be,project Rietvink,,,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3710,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/leuven/3000/9385854,To be defined,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Keizershoek 350A 2550  - Kontich,http://www.virix.be,,,,Yes,Yes,No,No,,,Naast de Dijle tegenover het Sluispark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3711,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/torhout/8820/10079373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Noordlaan 51 8800  - Roeselare,http://www.bricx.be,DON BOSCO,,,Yes,No,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3712,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/brussels%20city/1000/10503030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Desguinlei 100 2018  - Antwerpen,http://www.realis.be,100991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3713,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/wielsbeke/8710/10020369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Wagenaarstraat 33 8791  - Beveren-Leie,http://www.groephuyzentruyt.be,P02553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3714,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/lommel/3920/9653687,At delivery,May 15 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,"Bleekstraat, 19 2480  - Dessel",,4597571,31.0,,,,,,Non flood zone,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3715,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/de%20panne/8660/10168728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Zeedijk 89 bus 2 8660  - De Panne,,Sirius,,,Yes,No,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3716,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/houthalen-helchteren/3530/10287242,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Vennestraat 7 3530  - Houthalen-Helchteren,,,,,Yes,Yes,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3717,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/liedekerke/1770/9661500,After signing the deed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Brusselbaan 90 9300  - Aalst,http://www.vandevondel.be,4591787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3718,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ertvelde/9940/10070169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Dorpsplein 1 9940  - Evergem,http://www.vastgoeddevos.be,VA1044,,,Yes,No,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/lievegem/9950/9805874,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Boelare 67 9900  - Eeklo,,,,,,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3720,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bissegem/8501/8886038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Wagenaarstraat 33 8791  - Beveren-Leie,http://www.groephuyzentruyt.be,1142328,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3721,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/koksijde/8670/10093404,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,30  kWh/m²  kilowatt hour per square meters,A,,Not specified,Not specified,Not specified,,,,No,Koninklijke baan 172 8670  - Koksijde,http://www.laterrasse.be,4892244,13.0,,Yes,No,No,No,Non flood zone,,Koksijde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3722,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/vilvoorde/1800/9079382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Eikelenbergstraat 20 1700  - Dilbeek,http://www.imoya.be,4182007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3723,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/knokke/8300/10274403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,P. Parmentierlaan 244 8300  - Knokke-Heist,http://www.agimobel.com,RENARDO NIEUWBOUWPRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3724,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/knokke/8300/9300943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,P. Parmentierlaan 244 8300  - Knokke-Heist,http://www.agimobel.com,GOLFBREKER-NIEUWBOUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3726,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/knokke-heist/8300/10457038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,,Kustlaan 259 8300  - Knokke-Heist,http://www.immobis.be,,,,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,
3727,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/knokke/8300/9241752,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Lippenslaan 393 8300  - Knokke,,4315876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3728,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/wezembeek-oppem/1970/10163967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,De Kleetlaan 4 1831  - Diegem,http://www.kasperkent.be,780 - Moore Houses -,,,,Yes,Yes,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3729,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/knokke-heist/8300/10284571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Dumortierlaan 89 8300  - Knokke,http://www.livimmo.be,Fleur,,,Yes,No,No,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3730,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bruxelles/1000/10389087,After signing the deed,July 1 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,42  kWh/m²  kilowatt hour per square meters,A,,New construction,9 kg CO₂/m²,Not specified,,,,No,Avenue Louise 251 1050  - Bruxelles,http://www.sothebysrealty.be,5252936,,,Yes,No,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3731,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/wezembeek-oppem/1970/10455122,At delivery,June 30 2024 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,115  kWh/m²  kilowatt hour per square meters,B,,Not specified,45 kg CO₂/m²,Not specified,,,,No,Boulevard de la Woluwe 62 boîte 3 1200  - Woluwe-St-Lambert,http://www.latouretpetit.be,5284503,1.0,,,,,,Non flood zone,,3. BRABANT FLAMAND,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/chaumont-gistoux/1325/10347680,At delivery,May 1 2025 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,50  kWh/m²  kilowatt hour per square meters,A,,Not specified,Not specified,Not specified,,,,No,"Avenue Reine Astrid, 92 1310  - La Hulpe",,5204390,1.0,,Yes,,,,Non flood zone,,Brabant Wallon,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3739,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/knokke/8300/10498242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Dumortierlaan 89 8300  - Knokke,http://www.livimmo.be,Madeleinetk,,,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3740,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/gent/9000/10392505,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Schipperskaai 1 9000  - Gent,http://www.caaap.be,,,,Yes,Yes,No,No,Non flood zone,,De Nieuwe Dokken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3741,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ottignies-louvain-la-neuve/1340/10423084,Immediately,January 18 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,85  kWh/m²  kilowatt hour per square meters,A,,Not specified,Not specified,Not specified,,,,No,Rue Fort d'Andoy 5 5100  - Wierde,https://www.thomas-piron.eu/appartements,5266640,40.0,,Yes,,,,,,Brabant wallon,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3743,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/heist-aan-zee/8301/10438965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Dumortierlaan 61 8300  - Knokke-Heist,http://www.immocolpin.be,Fréderic,,,Yes,No,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3744,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/zelzate/9060/10301995,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Franz Wittoucklaan 31 9060  - Zelzate,http://www.strakimmo.be,,,,Yes,No,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3745,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/knokke-heist/8300/10304927,After signing the deed,March 1 2024 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,30  kWh/m²  kilowatt hour per square meters,A,,30,30 kg CO₂/m²,Not specified,,,,No,"Koningslaan, 131 8300  - Knokke-Heist",http://www.immax.be,5207380,,,,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3746,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/mechelen/2800/10220309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Nieuwewandeling 62 9000  - Gent,,Komet Ponton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3747,https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/buggenhout/9255/10567086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Kerkstraat 84 9255  - Buggenhout,http://www.arthur.be,5343583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
