,url,Available as of,Available date,Construction year,Floor,Number of floors,Building condition,Street frontage width,Number of frontages,Surroundings type,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bathrooms,Shower rooms,Toilets,Basement,Furnished,Armored door,Terrace,Elevator,Accessible for disabled people,Swimming pool,Primary energy consumption,Energy class,Unnamed: 31,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Double glazing,Price,Tenement building,Address,Website,External reference,Covered parking spaces,As built plan,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Neighbourhood or locality,Outdoor parking spaces,Virtual visit,Office surface,Office,Intercom,Total ground floor buildable,Cadastral income,Garden surface,Visio phone,Terrace surface,TV cable,Thermic solar panels,Garden,Garden orientation,Photovoltaic solar panels,Property name,Conformity certification for fuel tanks,Monthly charges,Dining room,Basement surface,Attic surface,Surface of the plot,Width of the lot on the street,Connection to sewer network,"Gas, water & electricity",Secure access / alarm,Living room,Caretaker,Obligation to build,Bedroom 5 surface,Professional space surface,Attic,Agent's name,Dressing room,How many fireplaces?,Laundry room,Terrace orientation,Common water heater,E-level (overall energy performance),Isolated,Professional space,Land is facing street,Wooded land,Plot at rear,Flat land,Air conditioning,Jacuzzi,Sauna,Internet,Heat pump,Type of building,Number of annexes,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Maximum duration of annuity,EPC description,Extra information,Value of the property,Sea view,Current monthly revenue,Age of annuitants,Venue of the sale,Single session,Terms of visit,Starting price,Percentage rented
355,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/berlare/9290/8609533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,"Eedstraat, 47 9810  - Eke-Nazareth",http://www.matexi.be,P0310_H,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,
356,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/astene/9800/10114319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,"Eedstraat, 47 9810  - Eke-Nazareth",http://www.matexi.be,P0308_H,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,
357,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/willebroek/2830/8884646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Artsen zonder Grenzenstraat 31 2018  - Antwerpen,,P0707_H,,,Yes,Yes,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,
358,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/alken/3570/10102954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,"Abeelplein, 15 3840  - Borgloon",,3800 -,,,Yes,Yes,No,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/hasselt/3500/8881756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Broekermolenplein 2 3500  - Hasselt,http://www.matexi.be,P0216_H,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,
360,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/leuven/3000/9593298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30  kWh/m²  kilowatt hour per square meters,A,,Not specified,Not specified,Not specified,,,,Yes,Mechelsesteenweg 382 3020  - Herent,http://www.immolivit.be,1994737 -,,,Yes,No,No,No,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/ename/9700/10378138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Kortrijksesteenweg 74 9000  - Gent,http://www.rosseel.be,NB-5991,,,Yes,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/chastre/1450/10183473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Rue de Champles 50 1301  - Bierges,,P0586_H,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,
363,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/oudenaarde/9700/10432243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,Grote Markt 35 9600  - Ronse,http://www.immobeguin.be/,17038 - VK 3978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/gent/9000/9152630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,"Eedstraat, 47 9810  - Eke-Nazareth",http://www.matexi.be,P0576_H,,,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,
365,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/oostakker/9041/9963614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,No,"Eedstraat, 47 9810  - Eke-Nazareth",http://www.matexi.be,P0368_H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,
366,https://www.immoweb.be/en/classified/new-real-estate-project-houses/for-sale/herzele/9550/9713191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,,Not specified,Not specified,Not specified,,,,,Pauline Van Pottelsberghelaan 22 9051  - Sint-Denijs-Westrem,http://www.bostoen.be,VK1705,,,,,,,,,Herzele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Simon Herremans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
